feature,importance
lag_1,0.45929298
lag_2,0.17551751
roll_mean_4,0.043220773
roll_std_4,0.032922138
sin_week,0.031744607
roll_max_12,0.031280544
roll_max_8,0.029266857
lag_8,0.024886575
weekofyear,0.023984818
roll_std_8,0.023522388
lag_4,0.019682035
cos_week,0.019294275
roll_mean_8,0.017932506
lag_26,0.017095366
lag_52,0.016972098
roll_mean_12,0.016736137
lag_12,0.016648319
