date,year,incidence_raw,incidence_smooth
2010-01-18,2010,1.7647226274450996,2.15921750051153
2010-01-25,2010,1.7157025544605133,1.9001114004501465
2010-02-01,2010,1.7507168923066463,1.7437140247374192
2010-02-08,2010,1.785731230152779,1.7507168923066458
2010-02-15,2010,1.939794316675764,1.825414146378396
2010-02-22,2010,1.9467971842449905,1.8907742436911772
2010-03-01,2010,2.27593195999864,2.0541744869731313
2010-03-08,2010,2.28643626135248,2.1697218018653697
2010-03-15,2010,2.55254522898309,2.3716378167780694
2010-03-22,2010,2.9026886074444196,2.5805566992599958
2010-03-29,2010,3.004230187198205,2.8198213412085713
2010-04-05,2010,3.557456725167105,3.154791839936576
2010-04-12,2010,3.8900929347053674,3.483926615690225
2010-04-19,2010,4.170207637474431,3.8725857657823006
2010-04-26,2010,4.149199034766752,4.0698332023155155
2010-05-03,2010,4.229732011812857,4.183046228018013
2010-05-10,2010,3.8725857657823015,4.08383893745397
2010-05-17,2010,4.460826641597334,4.187714806397497
2010-05-24,2010,3.4874280494748393,3.9402801522848243
2010-05-31,2010,3.4559151454133197,3.801389945495164
2010-06-07,2010,3.2073133467057753,3.3835521805313107
2010-06-14,2010,2.958711547998232,3.207313346705775
2010-06-21,2010,2.7731355574137275,2.979720150705911
2010-06-28,2010,2.3354563343370662,2.6891011465830084
2010-07-05,2010,2.5350380600600237,2.5478766506036052
2010-07-12,2010,2.1848946815986947,2.351796358665261
2010-07-19,2010,2.440499347875465,2.3868106965113935
2010-07-26,2010,2.0343330288603227,2.219909019444827
2010-08-02,2010,2.212906151875601,2.229246176203796
2010-08-09,2010,1.9082814126142444,2.0518401977833887
2010-08-16,2010,1.7927340977220059,1.971307220737283
2010-08-23,2010,1.5406308652298488,1.7472154585220325
2010-08-30,2010,1.7787283625835526,1.7040311085118018
2010-09-06,2010,1.785731230152779,1.7016968193220594
2010-09-13,2010,1.7682240612297127,1.7775612179886808
2010-09-20,2010,1.7577197598758727,1.770558350419454
2010-09-27,2010,1.4811064908914227,1.669016770665669
2010-10-04,2010,2.044837330214163,1.7612211936604856
2010-10-11,2010,2.167387512675628,1.897777111260404
2010-10-18,2010,1.974808654521897,2.062344499137229
2010-10-25,2010,1.7787283625835526,1.973641509927025
2010-11-01,2010,1.9292900153219241,1.8942756774757907
2010-11-08,2010,2.0168258599372564,1.9082814126142438
2010-11-15,2010,1.9818115220911234,1.9759757991167675
2010-11-22,2010,2.0308315950757097,2.0098229923680293
2010-11-29,2010,1.9678057869526704,1.993482968039834
2010-12-06,2010,1.939794316675764,1.9794772329013808
2010-12-13,2010,2.216407585660214,2.041335896429549
2010-12-20,2010,1.6666824814759271,1.9409614612706345
2010-12-27,2010,2.1743903802448545,2.0191601491269977
2011-01-03,2011,2.0627284355130797,1.9679337657446199
2011-01-10,2011,1.9314324881939895,2.0561837679839736
2011-01-17,2011,1.599737463387866,1.864632795698311
2011-01-24,2011,1.693026689114588,1.7413988802321472
2011-01-31,2011,1.4373451074932013,1.576703086665218
2011-02-07,2011,1.5755513678290862,1.5686410548122913
2011-02-14,2011,1.5582755852871006,1.5237240202031288
2011-02-21,2011,1.5513652722703062,1.5617307417954969
2011-02-28,2011,1.713757628164971,1.6077994952407917
2011-03-07,2011,1.6170132459298516,1.6273787154550423
2011-03-14,2011,2.2216656348993475,1.8508121696647226
2011-03-21,2011,2.2320311044245384,2.0235699950845785
2011-03-28,2011,2.4324301819115717,2.2953756404118186
2011-04-04,2011,3.2236610223345115,2.6293741028902065
2011-04-11,2011,3.375687908703985,3.0105930376500223
2011-04-18,2011,3.6002730817497977,3.3998740042627644
2011-04-25,2011,3.6071833947665923,3.5277147950734578
2011-05-02,2011,3.7453896551024766,3.6509487105396214
2011-05-09,2011,3.5415354211070467,3.6313694903253713
2011-05-16,2011,4.0390779583162315,3.7753343448419177
2011-05-23,2011,3.462066821413913,3.680893400279063
2011-05-30,2011,3.4862529169726932,3.6624658989009453
2011-06-06,2011,3.410239473787956,3.4528530707248533
2011-06-13,2011,3.2616677439268797,3.386053378229176
2011-06-20,2011,2.9023314670535796,3.1914128949228044
2011-06-27,2011,2.4013337733359976,2.855110994772152
2011-07-04,2011,2.5533606597054708,2.619008633365015
2011-07-11,2011,2.4531611209619544,2.469285184667807
2011-07-18,2011,2.3114997041176726,2.439340494928365
2011-07-25,2011,2.045452652971094,2.2700378260169067
2011-08-01,2011,1.976349522803152,2.111100626630639
2011-08-08,2011,1.8243226364336789,1.9487082707359742
2011-08-15,2011,1.6170132459298516,1.8058951350555603
2011-08-22,2011,1.3336904122412878,1.5916754315349388
2011-08-29,2011,1.5651858983038947,1.505296518825011
2011-09-05,2011,1.5720962113206889,1.4903241739552897
2011-09-12,2011,1.6377441849802343,1.5916754315349386
2011-09-19,2011,1.5029930811527465,1.570944492484556
2011-09-26,2011,1.5168137071863352,1.5525169911064378
2011-10-03,2011,1.509903394169541,1.5099033941695403
2011-10-10,2011,1.5340894897283208,1.5202688636947317
2011-10-17,2011,1.4926276116275552,1.5122068318418052
2011-10-24,2011,1.3025940036657138,1.4431037016738628
2011-10-31,2011,1.7033921586397796,1.4995379246443488
2011-11-07,2011,1.547910115761909,1.5179654260224666
2011-11-14,2011,1.3855177598672446,1.5456066780896436
2011-11-21,2011,1.772495288807722,1.568641054812291
2011-11-28,2011,1.9521634272443722,1.7033921586397789
2011-12-05,2011,1.5306343332199235,1.7517643497573385
2011-12-12,2011,1.513358550677938,1.6653854370474106
2011-12-19,2011,1.627378715455043,1.5571238664509677
2011-12-26,2011,1.5755513678290862,1.5720962113206884
2012-01-02,2012,1.5652298277425358,1.5893866370088876
2012-01-09,2012,1.5652298277425358,1.5686703411047187
2012-01-16,2012,1.4970280923289176,1.5424959159379956
2012-01-23,2012,1.3299338405655534,1.4640639202123351
2012-01-30,2012,1.418596096603257,1.4151860098325753
2012-02-06,2012,1.374264968584405,1.3742649685844046
2012-02-13,2012,1.3913154024378096,1.39472548920849
2012-02-20,2012,1.343574187648277,1.3697181862234966
2012-02-27,2012,1.5447693071184505,1.4265529657348452
2012-03-05,2012,1.4424667039980232,1.4436033995882498
2012-03-12,2012,1.6163811293027492,1.534539046806407
2012-03-19,2012,1.7289139927352193,1.5959206086786633
2012-03-26,2012,2.056282322720586,1.8005258149195178
2012-04-02,2012,2.318859004063016,2.034685106506273
2012-04-09,2012,3.021336878823283,2.4654927352022944
2012-04-16,2012,3.4510078119290766,2.9304012316051242
2012-04-23,2012,3.590821369526994,3.3543886867597834
2012-04-30,2012,3.788606402226487,3.610145194560852
2012-05-07,2012,3.641972671087207,3.673800147613562
2012-05-14,2012,3.7204046668128683,3.716994580042187
2012-05-21,2012,3.7613257080610394,3.707901015320371
2012-05-28,2012,3.590821369526994,3.6908505814669663
2012-06-04,2012,3.8533980508694237,3.7351817094858184
2012-06-11,2012,3.399856510368863,3.6146919769217596
2012-06-18,2012,2.912214102161494,3.388489554466593
2012-06-25,2012,2.506413776450466,2.93949479632694
2012-07-02,2012,2.468902821972976,2.629176900194978
2012-07-09,2012,2.352959871769825,2.442758823397755
2012-07-16,2012,2.1551748390703325,2.325679177604377
2012-07-23,2012,1.9778503269949252,2.1619950126116936
2012-07-30,2012,1.7630148604420286,1.9653466755024283
2012-08-06,2012,1.6641223440922819,1.8016625105097448
2012-08-13,2012,1.5720500012838976,1.6663957352727354
2012-08-20,2012,1.527718873265046,1.5879637395470745
2012-08-27,2012,1.275372452234659,1.4583804422612003
2012-09-03,2012,1.5515894806598123,1.4515602687198383
2012-09-10,2012,1.4936180055582369,1.4401933128175688
2012-09-17,2012,1.2856027125467016,1.4436033995882498
2012-09-24,2012,1.234451410986488,1.3378907096971417
2012-10-01,2012,1.2617321051519352,1.2605954095617076
2012-10-08,2012,1.4083658362912141,1.3015164508098784
2012-10-15,2012,1.3606246215016815,1.3435741876482765
2012-10-22,2012,1.4288263569152997,1.399272271569398
2012-10-29,2012,1.3844952288964478,1.3913154024378092
2012-11-05,2012,1.7186837324231765,1.5106684394116405
2012-11-12,2012,1.5856903483666214,1.5629564365620814
2012-11-19,2012,1.5311289600357267,1.6118343469418408
2012-11-26,2012,1.4424667039980232,1.5197620041334563
2012-12-03,2012,1.5822802615959404,1.5186253085432295
2012-12-10,2012,1.735734166276581,1.5868270439568477
2012-12-17,2012,1.735734166276581,1.6845828647163668
2012-12-24,2012,1.6914030382577294,1.7209571236036298
2012-12-31,2012,1.7596047736713476,1.7289139927352188
2013-01-07,2013,2.0264384237230906,1.8258154118840553
2013-01-14,2013,1.999509009454345,1.928517402282927
2013-01-21,2013,1.7201163364161116,1.9153545898645152
2013-01-28,2013,1.5417089668856736,1.7537781042520428
2013-02-04,2013,1.5013148454825553,1.587713382928113
2013-02-11,2013,1.4205266026763192,1.487850138348182
2013-02-18,2013,1.4104280723255398,1.4440898401614708
2013-02-25,2013,1.4036957187583534,1.4115501312534036
2013-03-04,2013,1.5248780829677078,1.4463339580171999
2013-03-11,2013,1.592201618639571,1.5069251401218768
2013-03-18,2013,1.9490163577004476,1.6886986864359084
2013-03-25,2013,2.0466354844246495,1.8626178202548889
2013-04-01,2013,2.8275884982182657,2.27441344678112
2013-04-08,2013,2.999263514181518,2.6244958322748104
2013-04-15,2013,3.3022194247049033,3.043023812368228
2013-04-22,2013,3.37290913716036,3.2247973586822596
2013-04-29,2013,3.261825303301785,3.3123179550556823
2013-05-06,2013,3.207966474764295,3.280900305075479
2013-05-13,2013,3.2416282426002256,3.2371400068887675
2013-05-20,2013,3.207966474764295,3.219187064042938
2013-05-27,2013,3.16083999979399,3.2034782390528362
2013-06-03,2013,3.37290913716036,3.247238537239548
2013-06-10,2013,3.0564885195026017,3.1967458854856496
2013-06-17,2013,2.891545857106536,3.1069811712564985
2013-06-24,2013,2.5111678805605075,2.8197340857232143
2013-07-01,2013,2.4101825770527125,2.6042987715732515
2013-07-08,2013,2.2149443236043083,2.378764927072509
2013-07-15,2013,2.171184025417597,2.2654369753582055
2013-07-22,2013,1.9355516505660748,2.107226666529326
2013-07-29,2013,1.7908060488715682,1.9658472416184125
2013-08-05,2013,1.8951575291629565,1.8738384095335325
2013-08-12,2013,1.5181457294005214,1.734703102478348
2013-08-19,2013,1.4205266026763192,1.611276620413265
2013-08-26,2013,1.3834986580567943,1.4407236633778775
2013-09-02,2013,1.2926118848997787,1.3655457152109634
2013-09-09,2013,1.4609207240794373,1.3790104223453359
2013-09-16,2013,1.2959780616833718,1.349836890220862
2013-09-23,2013,1.1781618742576108,1.3116868866734726
2013-09-30,2013,1.2151898188771355,1.229776584939372
2013-10-07,2013,1.2185559956607288,1.203969229598491
2013-10-14,2013,1.3935971884075737,1.275781000981812
2013-10-21,2013,1.2926118848997787,1.301588356322693
2013-10-28,2013,1.3094427688177446,1.3318839473750315
2013-11-04,2013,1.3666677741388285,1.3229074759521164
2013-11-11,2013,1.2522177634966607,1.3094427688177437
2013-11-18,2013,1.471019254430217,1.3633015973552347
2013-11-25,2013,1.5383427901020805,1.4205266026763186
2013-12-02,2013,1.3397383598700832,1.4497001348007927
2013-12-09,2013,1.2118236420935424,1.3633015973552345
2013-12-16,2013,1.1949927581755766,1.2488515867130667
2013-12-23,2013,1.144500106421679,1.183772168896932
2013-12-30,2013,1.2151898188771355,1.1848942278247963
2014-01-06,2014,1.1166568039726927,1.1587822430905017
2014-01-13,2014,0.997015003547047,1.1096205421322909
2014-01-20,2014,1.0136319202728312,1.0424345759308562
2014-01-27,2014,0.9770747034761061,0.9959072090986608
2014-02-03,2014,1.0468657537243993,1.0125241258244448
2014-02-10,2014,0.8906667365020288,0.9715357312341774
2014-02-17,2014,1.0634826704501836,1.0003383868922031
2014-02-24,2014,1.0668060537953403,1.006985153582517
2014-03-03,2014,0.8740498197762445,1.0014461813405888
2014-03-10,2014,1.0967165039017517,1.0125241258244448
2014-03-17,2014,1.1432438707339472,1.0380033981373138
2014-03-24,2014,1.2595622878144361,1.1665075541500443
2014-03-31,2014,1.2695324378499064,1.2241128654660958
2014-04-07,2014,1.5520200221882365,1.3603715826175256
2014-04-14,2014,1.691602122684823,1.5043848609076544
2014-04-21,2014,1.7414528728621754,1.661691672578411
2014-04-28,2014,1.69492550602998,1.7093268338589922
2014-05-05,2014,2.087084740758485,1.8411543732168794
2014-05-12,2014,2.4327166086547947,2.071575618481086
2014-05-19,2014,2.708557426302811,2.4094529252386963
2014-05-26,2014,2.8281992267284566,2.656491087228687
2014-06-02,2014,2.7052340429576542,2.7473302319963064
2014-06-09,2014,2.7417912597543794,2.758408176480163
2014-06-16,2014,2.6487365260899884,2.69858727626734
2014-06-23,2014,2.6055325426029494,2.6653534428157717
2014-06-30,2014,2.3994827752032264,2.551250614632054
2014-07-07,2014,2.6420897593996746,2.5490350257352827
2014-07-14,2014,2.46927382545152,2.503615453351473
2014-07-21,2014,2.0305872238908194,2.3806502695806704
2014-07-28,2014,1.8943285067393894,2.131396518693909
2014-08-04,2014,1.980736473713467,1.9685507347812246
2014-08-11,2014,1.2462687544338087,1.7071112449622208
2014-08-18,2014,1.3426468714433566,1.5232173665302102
2014-08-25,2014,1.2662090545047497,1.2850415601273042
2014-09-01,2014,1.2894727379208475,1.2994428879563173
2014-09-08,2014,1.375880704894925,1.3105208324401734
2014-09-15,2014,1.1698309374952018,1.2783947934369906
2014-09-22,2014,1.3293533380627294,1.291688326817618
2014-09-29,2014,1.2927961212660042,1.2639934656079779
2014-10-06,2014,1.4822289719399433,1.3681261437562249
2014-10-13,2014,1.6218110724365298,1.4656120552141585
2014-10-20,2014,1.4755822052496295,1.5265407498753667
2014-10-27,2014,1.448995138488375,1.5154628053915105
2014-11-03,2014,1.565313555568864,1.4966302997689553
2014-11-10,2014,1.6683384392687253,1.5608823777753207
2014-11-17,2014,1.7015722727202935,1.6450747558526269
2014-11-24,2014,1.7946270063846845,1.7215125727912337
2014-12-01,2014,1.4091145383464931,1.6351046058171563
2014-12-08,2014,1.581930472294648,1.5952240056752744
2014-12-15,2014,1.4822289719399433,1.4910913275270274
2014-12-22,2014,1.3260299547175727,1.463396466317387
2014-12-29,2014,2.715204192993125,1.8411543732168798
2015-01-05,2015,1.1978075855021308,1.7463472444042756
2015-01-12,2015,1.0173160315223577,1.6434426033392038
2015-01-19,2015,1.033724354611428,1.082949323878638
2015-01-26,2015,0.9451194099304485,0.9987199320214106
2015-02-02,2015,1.1912442562665027,1.0566960069361258
2015-02-09,2015,1.0731043300251966,1.069822665407382
2015-02-16,2015,1.0173160315223577,1.0938882059380182
2015-02-23,2015,1.0763859946430108,1.0556021187301876
2015-03-02,2015,1.1453009516171058,1.079667659260824
2015-03-09,2015,1.3553274871572056,1.19233814447244
2015-03-16,2015,1.673648955085169,1.3914257979531595
2015-03-23,2015,1.6867756135564254,1.5719173519329326
2015-03-30,2015,2.19215196469979,1.8508588444471272
2015-04-06,2015,2.5203184264811958,2.1330820015791363
2015-04-13,2015,2.431713481800216,2.3813946243270663
2015-04-20,2015,2.4448401402714723,2.4656240161842935
2015-04-27,2015,3.0224131130067464,2.6329889116928107
2015-05-04,2015,2.828794900555717,2.765349384611311
2015-05-11,2015,3.1044547284520982,2.9852209140048536
2015-05-18,2015,2.4973467741564974,2.8101988010547694
2015-05-25,2015,2.6811199927540845,2.760973831787559
2015-06-01,2015,2.274193580145141,2.48422011568524
2015-06-08,2015,2.356235195590493,2.4371829228299053
2015-06-15,2015,2.142926995432579,2.2577852570560704
2015-06-22,2015,2.0050970814843887,2.168086424169153
2015-06-29,2015,1.7753805582374047,1.9744682117181231
2015-07-06,2015,1.7064656012633095,1.8289810803283668
2015-07-13,2015,1.3454824933037632,1.609109550934825
2015-07-20,2015,1.2962575240365524,1.449401872867874
2015-07-27,2015,1.214215908591201,1.2853186419771714
2015-08-03,2015,1.1453009516171058,1.2185914614149522
2015-08-10,2015,1.2010892501199448,1.1868687034427496
2015-08-17,2015,1.0501326777004982,1.1321742931458487
2015-08-24,2015,1.1682726039418043,1.1398315105874148
2015-08-31,2015,1.204370914737759,1.140925398793353
2015-09-07,2015,1.102639311585523,1.1584276100883613
2015-09-14,2015,1.1781175977952465,1.1617092747061752
2015-09-21,2015,1.1715542685596183,1.150770392646795
2015-09-28,2015,1.2306242316802714,1.1934320326783778
2015-10-05,2015,1.4078341210422305,1.2700042070940392
2015-10-12,2015,1.3093841825078087,1.3159475117434358
2015-10-19,2015,1.2339058962980853,1.317041399949374
2015-10-26,2015,1.2765675363296682,1.2732858717118531
2015-11-02,2015,1.4504957610738132,1.320323064567188
2015-11-09,2015,1.4636224195450693,1.3968952389828495
2015-11-16,2015,1.6178606565823301,1.5106596124004035
2015-11-23,2015,1.4275241087491148,1.5030023949588374
2015-11-30,2015,1.5226923826657224,1.5226923826657215
2015-12-07,2015,1.3553274871572056,1.43518132619068
2015-12-14,2015,1.2339058962980853,1.3706419220403372
2015-12-21,2015,1.1978075855021308,1.262346989652473
2015-12-28,2015,1.2973351159990503,1.2430161992664213
2016-01-04,2016,1.39686264649597,1.2973351159990496
2016-01-11,2016,1.2477775380532448,1.3139917668494208
2016-01-18,2016,1.1861989063051626,1.2769463636181249
2016-01-25,2016,1.1311022357937206,1.1883595600507084
2016-02-01,2016,1.0662826234273182,1.1278612551753995
2016-02-08,2016,1.1375841970303608,1.1116563520837992
2016-02-15,2016,1.1246202745570804,1.1094956983382522
2016-02-22,2016,1.0922104683738791,1.1181383133204392
2016-02-29,2016,1.173234983831882,1.1300219089209462
2016-03-07,2016,1.1667530225952418,1.1440661582670002
2016-03-14,2016,1.1699940032135618,1.169994003213561
2016-03-21,2016,1.0954514489921994,1.1440661582670002
2016-03-28,2016,1.3288020535112477,1.1980825019056687
2016-04-04,2016,1.4487183363890919,1.2909906129641788
2016-04-11,2016,1.66910501843486,1.4822084694450657
2016-04-18,2016,1.8084671850226248,1.6420968466155248
2016-04-25,2016,1.8927326810989478,1.7901016281854767
2016-05-02,2016,1.9899620996485514,1.8970539885900404
2016-05-09,2016,2.1033964212897556,1.9953637340124173
2016-05-16,2016,2.4404584055950473,2.177938975511117
2016-05-23,2016,2.8326170604117813,2.4588239624321937
2016-05-30,2016,2.369156831992005,2.54741076599961
2016-06-06,2016,2.709459796915617,2.6370778964398003
2016-06-13,2016,2.8682678472133025,2.6489614920403075
2016-06-20,2016,2.479350173014889,2.685692605714602
2016-06-27,2016,2.327024083953843,2.558214034727344
2016-07-04,2016,2.2654454522057614,2.357273236391497
2016-07-11,2016,2.258963490969121,2.2838110090429073
2016-07-18,2016,2.028853867068393,2.184420936747758
2016-07-25,2016,2.0029260221218315,2.096914460053114
2016-08-01,2016,1.759852475747823,1.930544121646015
2016-08-08,2016,1.5167789293738143,1.759852475747822
2016-08-15,2016,1.4065855883509304,1.5610723311575219
2016-08-22,2016,1.2704644023814855,1.3979429733687425
2016-08-29,2016,1.7566114951295029,1.477887161953972
2016-09-05,2016,1.5718755998852565,1.532983832465414
2016-09-12,2016,1.4227904914425311,1.5837591954857626
2016-09-19,2016,1.789021301312704,1.5945624642134966
2016-09-26,2016,1.7922622819310243,1.6680246915620855
2016-10-03,2016,1.5265018712287748,1.7025951514908335
2016-10-10,2016,1.4454773557707719,1.588080502976856
2016-10-17,2016,1.6431771734882987,1.538385466829281
2016-10-24,2016,1.6334542316333385,1.5740362536308021
2016-10-31,2016,1.4649232394806926,1.5805182148674426
2016-11-07,2016,1.539465793702055,1.5459477549386946
2016-11-14,2016,1.507055987518854,1.503815006900533
2016-11-21,2016,1.4843691231906133,1.5102969681371732
2016-11-28,2016,1.2704644023814855,1.4206298376969835
2016-12-05,2016,1.309356169801327,1.3547298984578078
2016-12-12,2016,1.1116563520837999,1.23049230808887
2016-12-19,2016,1.1861989063051626,1.2024038093967622
2016-12-26,2016,1.3579708790761287,1.2186087124883629
2017-01-02,2017,1.3541466419164088,1.2994388090992324
2017-01-09,2017,1.1556665194605757,1.2892613468177034
2017-01-16,2017,1.1460626425675515,1.218625267981511
2017-01-23,2017,1.2292962423070946,1.1770084681117396
2017-01-30,2017,1.0308161198512615,1.1353916682419685
2017-02-06,2017,1.363750518809433,1.2079542936559287
2017-02-13,2017,1.398964734083855,1.2645104575815156
2017-02-20,2017,1.69348362546993,1.4853996261210716
2017-02-27,2017,1.7607107637210988,1.6177197077582937
2017-03-06,2017,1.6454642410048088,1.6998862100652783
2017-03-13,2017,1.8119314404838947,1.7393688150699333
2017-03-20,2017,1.946385716986233,1.8012604661583111
2017-03-27,2017,2.3817614694699953,2.046692875646707
2017-04-03,2017,2.3017291620281273,2.2099587828281178
2017-04-10,2017,2.554631253544431,2.4127072950141835
2017-04-17,2017,2.583442884223503,2.479934433265353
2017-04-24,2017,2.4553911923165144,2.531155110028149
2017-05-01,2017,2.2088916853955602,2.415908587311858
2017-05-08,2017,2.0264180244281014,2.2302336340467246
2017-05-15,2017,2.1256580856560174,2.1203225984932255
2017-05-22,2017,1.9335805477955341,2.028552219293217
2017-05-29,2017,1.8503469480559913,1.9698618605025136
