feature,importance
lag_1,0.9299793401105536
lag_2,0.020287999101563623
roll_mean_4,0.013339184379272074
lag_52,0.009887631055655457
lag_12,0.007304669993532865
roll_std_4,0.0068144363215683545
sin_week,0.0038870516603409823
weekofyear,0.003393413610204869
cos_week,0.0027271831447932293
lag_4,0.0023790906225147936
