feature,importance
lag_1,0.896925179436609
roll_mean_4,0.022472775581115056
roll_std_4,0.014153951256385761
lag_2,0.012301514197454186
lag_12,0.010944773116111767
lag_52,0.010308252428468999
lag_4,0.00955784538372837
weekofyear,0.009005608274672384
sin_week,0.007809745048941778
cos_week,0.00652035527651267
