date,year,neumonias_men5,hospitalizados_men5,defunciones_men5,neumonias_60mas,hospitalizados_60mas,defunciones_60mas,HR,CFR,HR_roll,CFR_roll
2009-11-30,2009,605,204,5,125,48,0,0.384,0.0,0.4097549324093434,0.04232077947080505
2009-12-07,2009,667,255,6,120,53,4,0.44166666666666665,0.03333333333333333,0.41382690210631307,0.04080562795565353
2009-12-14,2009,590,214,6,107,43,3,0.40186915887850466,0.028037383177570093,0.41121501851084163,0.037196479714638415
2009-12-21,2009,569,210,5,136,59,7,0.4338235294117647,0.051470588235294115,0.4108133300576826,0.03900067361442055
2010-01-04,2010,712,256,6,174,65,6,0.3735632183908046,0.034482758620689655,0.41028651013431094,0.032199907330895644
2010-01-11,2010,634,214,4,147,73,12,0.4965986394557823,0.08163265306122448,0.41615978967868683,0.041434996715486686
2010-01-18,2010,504,180,11,149,57,7,0.3825503355704698,0.04697986577181208,0.41510640117386777,0.03978868294448199
2010-01-25,2010,490,179,10,135,45,11,0.3333333333333333,0.08148148148148149,0.4059256102134157,0.04467725796017565
2010-02-01,2010,500,170,3,121,44,7,0.36363636363636365,0.05785123966942149,0.4033801556679612,0.05190866291885334
2010-02-08,2010,510,174,2,133,38,10,0.2857142857142857,0.07518796992481203,0.3838861080489136,0.05714049249278818
2010-02-15,2010,554,187,11,149,48,9,0.3221476510067114,0.06040268456375839,0.3739209195649394,0.06118615516606171
2010-02-22,2010,556,216,4,124,43,4,0.3467741935483871,0.03225806451612903,0.36303975258201726,0.05878458970116608
2010-03-01,2010,650,248,5,132,54,8,0.4090909090909091,0.06060606060606061,0.3674807139195303,0.06205000244933745
2010-03-08,2010,653,250,7,134,52,6,0.3880597014925373,0.04477611940298507,0.35391334667412466,0.05744293574205753
2010-03-15,2010,729,253,6,147,44,6,0.29931972789115646,0.04081632653061224,0.3435095207142105,0.05667249333690755
2010-03-22,2010,829,261,7,133,58,7,0.43609022556390975,0.05263157894736842,0.3563541322430326,0.053066255520143414
2010-03-29,2010,858,310,3,147,56,6,0.38095238095238093,0.04081632653061224,0.35851863440753473,0.050936891377792254
2010-04-05,2010,1016,321,7,164,65,13,0.39634146341463417,0.07926829268292683,0.3723470316200783,0.0514469317225566
2010-04-12,2010,1111,376,5,165,51,10,0.3090909090909091,0.06060606060606061,0.37071493888060303,0.05147235372784438
2010-04-19,2010,1191,413,8,159,61,8,0.3836477987421384,0.050314465408805034,0.3753241395298219,0.05372940383942888
2010-04-26,2010,1185,470,12,131,58,6,0.44274809160305345,0.04580152671755725,0.37953128734383995,0.05187883710336596
2010-05-03,2010,1208,491,12,137,47,7,0.34306569343065696,0.051094890510948905,0.3739070363361049,0.05266868349186145
2010-05-10,2010,1106,439,12,157,50,4,0.3184713375796178,0.025477707006369428,0.37630098754716257,0.05075135605133109
2010-05-17,2010,1274,433,21,163,49,12,0.3006134969325153,0.0736196319018405,0.35936639646823826,0.053374862670640094
2010-05-24,2010,996,380,11,120,39,10,0.325,0.08333333333333333,0.35237234884919066,0.058689488520980236
2010-05-31,2010,987,373,8,158,69,8,0.43670886075949367,0.05063291139240506,0.35741827351729805,0.05511006585966501
2010-06-07,2010,916,335,17,170,57,7,0.3352941176470588,0.041176470588235294,0.3606936745868168,0.052681367107436844
2010-06-14,2010,845,320,14,170,78,10,0.4588235294117647,0.058823529411764705,0.37009064092052013,0.053745000107806806
2010-06-21,2010,792,250,14,157,62,10,0.39490445859872614,0.06369426751592357,0.3641101867949792,0.0559815927076026
2010-06-28,2010,667,251,9,208,79,15,0.3798076923076923,0.07211538461538461,0.36870293665460857,0.05860915447065706
2010-07-05,2010,724,256,11,179,69,13,0.3854748603351955,0.07262569832402235,0.37707837699905583,0.06450265338536368
2010-07-12,2010,624,211,9,189,75,9,0.3968253968253968,0.047619047619047616,0.389104864485666,0.06125258035001456
2010-07-19,2010,697,251,14,182,72,15,0.3956043956043956,0.08241758241758242,0.3979304139362154,0.0611381114855457
2010-07-26,2010,581,231,11,151,67,6,0.44370860927152317,0.039735099337748346,0.39880538250021913,0.05977588497871361
2010-08-02,2010,632,230,12,194,87,12,0.4484536082474227,0.061855670103092786,0.4129503188252646,0.0623607849180708
2010-08-09,2010,545,174,9,210,89,22,0.4238095238095238,0.10476190476190476,0.40857356812498447,0.0681030818368383
2010-08-16,2010,512,178,5,188,76,17,0.40425531914893614,0.09042553191489362,0.40974242569376074,0.07144448988670957
2010-08-23,2010,440,144,7,151,67,5,0.44370860927152317,0.033112582781456956,0.41773004031423966,0.0665691396574686
2010-08-30,2010,508,194,8,176,74,15,0.42045454545454547,0.08522727272727272,0.42210250095415836,0.0681443364578749
2010-09-06,2010,510,196,8,168,58,7,0.34523809523809523,0.041666666666666664,0.4156540882557456,0.06740028883882729
2010-09-13,2010,505,171,7,185,72,6,0.3891891891891892,0.032432432432432434,0.41485218745384483,0.061152145090683535
2010-09-20,2010,502,179,9,161,72,12,0.4472049689440994,0.07453416149068323,0.41528923241291693,0.0655020278598004
2010-09-27,2010,423,174,10,160,62,7,0.3875,0.04375,0.40767003138198904,0.0632388190969138
2010-10-04,2010,584,230,12,166,61,9,0.3674698795180723,0.05421686746987952,0.40062757584555764,0.05692068943541064
2010-10-11,2010,619,190,9,240,59,7,0.24583333333333332,0.029166666666666667,0.38082482761860725,0.049263331279382275
2010-10-18,2010,564,187,4,193,68,7,0.35233160621761656,0.03626943005181347,0.369402702236869,0.04965793718817684
2010-10-25,2010,508,170,5,179,98,11,0.547486033519553,0.061452513966480445,0.38528163824499484,0.0466860923430778
2010-11-01,2010,551,212,10,216,103,10,0.47685185185185186,0.046296296296296294,0.4017333578217145,0.04726479604678151
2010-11-08,2010,576,208,7,210,100,7,0.47619047619047616,0.03333333333333333,0.41260851869687537,0.04737740865939412
2010-11-15,2010,566,196,9,342,94,9,0.27485380116959063,0.02631578947368421,0.3910646227250617,0.04135011215726924
2010-11-22,2010,580,193,4,170,71,10,0.4176470588235294,0.058823529411764705,0.3948330050780029,0.04323430333373983
2010-11-29,2010,562,172,3,204,93,10,0.45588235294117646,0.049019607843137254,0.4058845642558909,0.04258464588039705
2010-12-06,2010,554,199,8,192,91,8,0.4739583333333333,0.041666666666666664,0.43440018925589097,0.044147145880397046
2010-12-13,2010,633,238,4,200,93,13,0.465,0.065,0.44848373847868883,0.04773846712392036
2010-12-20,2010,476,181,9,145,50,12,0.3448275862068966,0.08275862068965517,0.42315143256460686,0.0504017304643172
2010-12-27,2010,621,262,11,180,80,13,0.4444444444444444,0.07222222222222222,0.41910050663868087,0.05364247120505794
2011-01-03,2011,597,202,5,181,69,8,0.3812154696132597,0.04419889502762431,0.4072286308165288,0.05500066641684431
2011-01-10,2011,559,184,7,165,71,9,0.4303030303030303,0.05454545454545454,0.4266597844582088,0.058529374550815604
2011-01-17,2011,463,142,4,152,72,8,0.47368421052631576,0.05263157894736842,0.4336644284210571,0.05775538074276607
2011-01-24,2011,490,156,6,165,68,6,0.4121212121212121,0.03636363636363636,0.42819428581856156,0.056173384307828464
2011-01-31,2011,416,122,2,141,58,12,0.41134751773049644,0.0851063829787234,0.4203679338682069,0.06160334884683555
2011-02-07,2011,456,172,6,136,55,5,0.40441176470588236,0.03676470588235294,0.4127944044564422,0.05807393708212967
2011-02-14,2011,451,167,3,143,76,17,0.5314685314685315,0.11888111888111888,0.4361245226141466,0.06258924935606264
2011-02-21,2011,449,177,9,135,61,9,0.45185185185185184,0.06666666666666667,0.4370504485400725,0.061894804911618195
2011-02-28,2011,496,161,2,131,47,7,0.35877862595419846,0.05343511450381679,0.4342458430826898,0.06304933234614225
2011-03-07,2011,468,168,1,135,60,10,0.4444444444444444,0.07407407407407407,0.4360135198503666,0.06549040978721969
2011-03-14,2011,643,194,8,135,63,8,0.4666666666666667,0.05925925925925926,0.43513632686791043,0.06631886982620605
2011-03-21,2011,646,205,7,146,72,10,0.4931506849315068,0.0684931506849315,0.44526501096919735,0.07033505911636793
2011-03-28,2011,704,236,8,164,68,9,0.4146341463414634,0.054878048780487805,0.44567583954556816,0.06655651734158849
2011-04-04,2011,933,322,11,141,69,11,0.48936170212765956,0.07801418439716312,0.45629458172329035,0.07171270215593976
2011-04-11,2011,977,344,7,200,71,12,0.355,0.06,0.43423601528972394,0.0643525622957999
2011-04-18,2011,1042,379,5,151,77,16,0.5099337748344371,0.10596026490066225,0.441496255662547,0.06926426207504935
2011-04-25,2011,1044,399,5,141,67,18,0.475177304964539,0.1276595744680851,0.45604609053883965,0.07854231957058289
2011-05-02,2011,1084,378,7,131,58,12,0.44274809160305345,0.0916030534351145,0.45583404643366576,0.08073344199071295
2011-05-09,2011,1025,357,12,141,68,13,0.48226950354609927,0.09219858156028368,0.45778440104359486,0.08485085727834099
2011-05-16,2011,1169,418,6,131,63,9,0.48091603053435117,0.06870229007633588,0.4562550692439504,0.08487699970226653
2011-05-23,2011,1002,369,8,148,61,10,0.41216216216216217,0.06756756756756757,0.45594607122153774,0.08646318955065152
2011-05-30,2011,1009,386,9,160,66,14,0.4125,0.0875,0.44633835845558023,0.08764891650100612
2011-06-06,2011,987,362,3,170,76,12,0.4470588235294118,0.07058823529411765,0.4578457113967567,0.08897244591277083
2011-06-13,2011,944,369,12,140,72,10,0.5142857142857142,0.07142857142857142,0.45838970382816635,0.08465598422875947
2011-06-20,2011,840,294,10,177,77,11,0.4350282485875706,0.062146892655367235,0.4533710717810453,0.07646689900216974
2011-06-27,2011,695,258,12,181,90,18,0.4972375690607735,0.09944751381215469,0.46018225646326033,0.07744745654929976
2011-07-04,2011,739,246,20,141,74,14,0.524822695035461,0.09929078014184398,0.4655014053994305,0.0783339813719948
2011-07-11,2011,710,236,8,157,64,9,0.40764331210191085,0.05732484076433121,0.4563423155953755,0.07691180020799422
2011-07-18,2011,669,220,10,181,81,15,0.44751381215469616,0.08287292817679558,0.46076127184444227,0.07882497028414771
2011-07-25,2011,592,238,12,157,77,11,0.49044585987261147,0.07006369426751592,0.4705045043285187,0.07664543206758721
2011-08-01,2011,572,228,8,185,85,14,0.4594594594594595,0.07567567567567568,0.47205458381977466,0.07728136211528196
