date,year,neumonias_men5,hospitalizados_men5,defunciones_men5,neumonias_60mas,hospitalizados_60mas,defunciones_60mas,HR,CFR,HR_roll,CFR_roll
2000-04-24,2000,1361,274,13,0,0,0,0.20132255694342396,0.009551800146950772,0.18860530949262255,0.013910324199229227
2000-05-01,2000,1489,263,14,0,0,0,0.17662860980523842,0.009402283411685695,0.18524243590415096,0.012646018547623025
2000-05-08,2000,1764,322,24,0,0,0,0.18253968253968253,0.013605442176870748,0.18650817208368023,0.012244091586762984
2000-05-15,2000,2054,447,16,0,0,0,0.21762414800389485,0.007789678675754625,0.1917813660227636,0.011423543048026572
2000-05-22,2000,2159,499,27,0,0,0,0.23112552107457157,0.012505789717461788,0.19861995378048541,0.011501391991228491
2000-05-29,2000,2176,539,22,0,0,0,0.24770220588235295,0.01011029411764706,0.205058204991255,0.011639052629808248
2000-06-05,2000,2391,525,14,0,0,0,0.21957340025094102,0.005855290673358427,0.21113355321941693,0.010590020063710908
2000-06-12,2000,2356,553,21,0,0,0,0.23471986417657045,0.008913412563667233,0.21390449858458446,0.009716748935424544
2000-06-19,2000,2408,487,31,0,0,0,0.20224252491694353,0.01287375415282392,0.2140194945812744,0.010131993186158686
2000-06-26,2000,2040,534,34,0,0,0,0.26176470588235295,0.016666666666666666,0.22466150659091375,0.011040041093031309
2000-07-03,2000,2390,567,40,0,0,0,0.23723849372384936,0.016736401673640166,0.2314988579889346,0.011431411030127486
2000-07-10,2000,2113,513,27,0,0,0,0.24278277330809275,0.012778040700425935,0.23464368615195932,0.012054956283211399
2000-07-17,2000,1913,400,22,0,0,0,0.20909566126502874,0.01150026136957658,0.23188995367576648,0.01192926523972575
2000-07-24,2000,1785,398,22,0,0,0,0.22296918767507004,0.012324929971988795,0.22879832639985612,0.012206094721518465
2000-07-31,2000,1915,433,25,0,0,0,0.22610966057441254,0.013054830287206266,0.22961535894029006,0.013106037173249445
2000-08-07,2000,1826,368,24,0,0,0,0.20153340635268346,0.013143483023001095,0.2254670517123042,0.013634795980666178
2000-08-14,2000,1589,374,20,0,0,0,0.23536815607300188,0.012586532410320957,0.22960775560681146,0.013598893262853308
2000-08-21,2000,1515,329,21,0,0,0,0.21716171617161717,0.013861386138613862,0.22403238189296948,0.013248233196846707
2000-08-28,2000,1525,315,18,0,0,0,0.20655737704918034,0.01180327868852459,0.22019724230863585,0.01263159282370726
2000-09-04,2000,1680,293,21,0,0,0,0.1744047619047619,0.0125,0.2116499908832195,0.01259683773615402
2000-09-11,2000,1573,260,21,0,0,0,0.1652892561983471,0.013350286077558804,0.20617419024988431,0.012828090824651795
2000-09-18,2000,1513,287,18,0,0,0,0.18968935888962327,0.011896893588896233,0.20201421165170347,0.012774586276765226
2000-09-25,2000,1289,254,20,0,0,0,0.19705197827773469,0.015515903801396431,0.19838200136461873,0.013082220466038998
2000-10-02,2000,1406,311,43,0,0,0,0.22119487908961594,0.03058321479374111,0.20083968545673528,0.015262186937381498
2000-10-09,2000,1344,243,20,0,0,0,0.18080357142857142,0.01488095238095238,0.19401911237618147,0.015548989433710426
2000-10-16,2000,1405,270,5,0,0,0,0.19217081850533807,0.0035587188612099642,0.1908952501678966,0.01426115602403494
2000-10-23,2000,1259,252,15,0,0,0,0.20015885623510724,0.011914217633042097,0.19009543506613746,0.014275023392099628
2000-10-30,2000,1176,231,17,0,0,0,0.19642857142857142,0.01445578231292517,0.19284841125661364,0.014519496181215273
2000-11-06,2000,1346,316,14,0,0,0,0.23476968796433878,0.010401188707280832,0.2015334652273626,0.014150859009930527
2000-11-13,2000,1216,242,10,0,0,0,0.19901315789473684,0.008223684210526315,0.2026989401030018,0.013691707837634287
2000-11-20,2000,1187,242,15,0,0,0,0.2038753159224937,0.012636899747262006,0.20355185730859668,0.013331832330867483
2000-11-27,2000,1172,269,14,0,0,0,0.2295221843003413,0.011945392491467578,0.20459277045993735,0.011002104543083294
2000-12-04,2000,1137,274,17,0,0,0,0.24098504837291118,0.014951627088830254,0.21211545507797983,0.011010938881568027
2000-12-11,2000,1277,271,17,0,0,0,0.21221613155833985,0.01331245105716523,0.21462111920960503,0.012230155406062435
2000-12-18,2000,952,153,14,0,0,0,0.16071428571428573,0.014705882352941176,0.20969054789450234,0.01257911349604982
2000-12-25,2000,875,163,5,0,0,0,0.18628571428571428,0.005714285714285714,0.20842269075164518,0.011486426421219888
2001-01-01,2001,902,166,8,0,0,0,0.18403547671840353,0.008869179600886918,0.2020809143459033,0.011294925282920648
2001-01-08,2001,1046,218,14,0,0,0,0.2084130019120459,0.01338432122370937,0.20325589484806694,0.01194000490956853
2001-01-15,2001,1001,195,10,0,0,0,0.19480519480519481,0.00999000999000999,0.20212212970840457,0.01160914368991203
2001-01-22,2001,825,159,8,0,0,0,0.19272727272727272,0.009696969696969697,0.197522765761771,0.011328090840599794
2001-01-29,2001,757,161,12,0,0,0,0.21268163804491413,0.015852047556142668,0.19398483947077136,0.011440643399013847
2001-02-05,2001,786,161,19,0,0,0,0.20483460559796438,0.024173027989821884,0.19306214872572444,0.012798215515595927
2001-02-12,2001,746,138,8,0,0,0,0.18498659517426275,0.010723860589812333,0.19609618740822155,0.012300462795204822
2001-02-19,2001,743,160,16,0,0,0,0.21534320323014805,0.021534320323014805,0.1997283735262758,0.014277967121295958
2001-02-26,2001,633,125,6,0,0,0,0.19747235387045814,0.009478672985781991,0.2014079831702826,0.014354153794407843
2001-03-05,2001,722,163,21,0,0,0,0.2257617728531856,0.029085872576177285,0.20357657953792507,0.01631684771346633
2001-03-12,2001,733,156,5,0,0,0,0.21282401091405184,0.0068212824010914054,0.2058289315515322,0.01592075676485151
2001-03-19,2001,725,162,11,0,0,0,0.22344827586206897,0.015172413793103448,0.20966905694338173,0.016605187276868227
2001-03-26,2001,688,167,9,0,0,0,0.24273255813953487,0.01308139534883721,0.21342542195520933,0.016258855750955044
2001-04-02,2001,673,174,8,0,0,0,0.2585438335809807,0.01188707280832095,0.22013907545308636,0.01472311135326743
2001-04-09,2001,656,170,13,0,0,0,0.25914634146341464,0.019817073170731708,0.22940904373923038,0.01585976292588235
2001-04-16,2001,879,195,11,0,0,0,0.22184300341296928,0.012514220705346985,0.23022151876208302,0.014732250473673873
2001-04-23,2001,872,189,8,0,0,0,0.21674311926605505,0.009174311926605505,0.23263036443653262,0.014694205341276812
2001-04-30,2001,1055,231,8,0,0,0,0.218957345971564,0.007582938388625593,0.2317798110763299,0.01200633856783285
2001-05-07,2001,1107,215,8,0,0,0,0.1942186088527552,0.007226738934056007,0.22945413581866783,0.012057020634453425
2001-05-14,2001,1367,307,7,0,0,0,0.22457937088514995,0.005120702267739576,0.22959552269655298,0.010800556693782942
2001-05-21,2001,1561,363,14,0,0,0,0.23254324151185138,0.008968609865470852,0.22832185811809252,0.010286458508362146
2001-05-28,2001,1529,1512,15,0,0,0,0.9888816219751472,0.009810333551340745,0.3196140816673633,0.010026866101239621
2001-06-04,2001,1889,488,23,0,0,0,0.2583377448385389,0.012175754367390153,0.31951300708925384,0.009071701250821927
2001-06-11,2001,1988,440,19,0,0,0,0.22132796780684105,0.009557344064386318,0.3194486276384878,0.008702091670701843
2001-06-18,2001,2054,458,25,0,0,0,0.22297955209347614,0.012171372930866602,0.3202281817419155,0.009076724296234481
2001-06-25,2001,1852,454,24,0,0,0,0.2451403887688985,0.012958963282937365,0.3235010620915823,0.009748727408023452
2001-07-02,2001,1988,523,22,0,0,0,0.2630784708249497,0.011066398390342052,0.3321085448381066,0.010228684840059208
2001-07-09,2001,2068,478,26,0,0,0,0.2311411992263056,0.012572533849129593,0.33292877338075105,0.01116016378773296
2001-07-16,2001,1915,466,17,0,0,0,0.2433420365535248,0.008877284595300261,0.3342786227609602,0.011148748128961636
2001-07-23,2001,1694,415,15,0,0,0,0.2449822904368359,0.00885478158205431,0.24129120631867132,0.011029304132800833
2001-07-30,2001,1545,396,8,0,0,0,0.2563106796116505,0.005177993527508091,0.24103782316531025,0.010154584027815574
2001-08-06,2001,1705,375,20,0,0,0,0.21994134897360704,0.011730205278592375,0.24086449581115602,0.010426191679591332
2001-08-13,2001,1405,353,13,0,0,0,0.2512455516014235,0.009252669039145907,0.24439774574964943,0.010061353693126244
2001-08-20,2001,1266,275,12,0,0,0,0.21721958925750395,0.009478672985781991,0.24090764581072513,0.009626317405981822
2001-08-27,2001,1366,293,14,0,0,0,0.2144948755490483,0.010248901903367497,0.23483469640123744,0.009524130345110004
2001-09-03,2001,1400,310,15,0,0,0,0.22142857142857142,0.010714285714285714,0.23362061792652067,0.009291849328254519
2001-09-10,2001,1384,322,11,0,0,0,0.23265895953757226,0.007947976878612716,0.2322852332995266,0.009175685863668575
2001-09-17,2001,1201,311,12,0,0,0,0.2589508742714405,0.009991673605328892,0.23403130627885216,0.009317797366577897
2001-09-24,2001,1230,293,17,0,0,0,0.23821138211382115,0.013821138211382113,0.2317688940916235,0.010398190452062151
2001-10-01,2001,1122,271,8,0,0,0,0.2415329768270945,0.0071301247771836,0.23446784757330946,0.009823180389386054
2001-10-08,2001,1088,223,11,0,0,0,0.20496323529411764,0.01011029411764706,0.2286825580348962,0.0099303835241987
2001-10-15,2001,1073,267,15,0,0,0,0.2488350419384902,0.013979496738117428,0.23263448962001948,0.010492986493240628
2001-10-22,2001,1070,272,18,0,0,0,0.2542056074766355,0.016822429906542057,0.2375983311109679,0.011314677493637449
2001-10-29,2001,910,260,20,0,0,0,0.2857142857142857,0.02197802197802198,0.24563404539668218,0.01272264452660448
2001-11-05,2001,1088,275,16,0,0,0,0.25275735294117646,0.014705882352941176,0.2481463445721327,0.013567382710895538
2001-11-12,2001,988,269,15,0,0,0,0.2722672064777328,0.015182186234817813,0.24981088609791924,0.014216196789581654
2001-11-19,2001,1013,227,11,0,0,0,0.2240868706811451,0.01085883514313919,0.24804532216883474,0.013845908906051287
2001-11-26,2001,871,201,13,0,0,0,0.23076923076923078,0.014925373134328358,0.24669985391160176,0.014820314950694382
2001-12-03,2001,910,225,13,0,0,0,0.24725274725274726,0.014285714285714285,0.25198604290643045,0.015342242471702787
2001-12-10,2001,948,218,14,0,0,0,0.229957805907173,0.014767932489451477,0.24962638840251583,0.015440796940619542
2001-12-17,2001,723,188,9,0,0,0,0.2600276625172891,0.012448132780082987,0.25035414528259753,0.014894009799812159
2001-12-24,2001,678,201,2,0,0,0,0.29646017699115046,0.0029498525073746312,0.2516973816922056,0.01251548861598124
2001-12-31,2001,682,179,6,0,0,0,0.2624633431085044,0.008797653958944282,0.2529106304631216,0.011776960066731628
2002-01-07,2002,826,206,9,0,0,0,0.24939467312348668,0.010895883777239709,0.25005156379384086,0.011241172259534363
2002-01-14,2002,767,228,9,0,0,0,0.29726205997392435,0.011734028683181226,0.25919846245543826,0.01135057145203962
2002-01-21,2002,719,206,14,0,0,0,0.2865090403337969,0.019471488178025034,0.266165938651009,0.011918835832501706
2002-01-28,2002,612,185,7,0,0,0,0.3022875816993464,0.011437908496732025,0.2730452929568339,0.011562860108878921
2002-02-04,2002,625,149,9,0,0,0,0.2384,0.0144,0.2741005672184373,0.011516868547697488
2002-02-11,2002,657,187,8,0,0,0,0.2846270928462709,0.0121765601217656,0.27717549600956004,0.011482921965407815
2002-02-18,2002,760,207,17,0,0,0,0.2723684210526316,0.02236842105263158,0.27416402651724514,0.013910243033564931
2002-02-25,2002,719,181,20,0,0,0,0.2517385257301808,0.027816411682892908,0.2728234243449547,0.01628758774905851
2002-03-04,2002,748,190,13,0,0,0,0.2540106951871658,0.017379679144385027,0.27340042710291457,0.017098062169951675
2002-03-11,2002,784,214,22,0,0,0,0.2729591836734694,0.02806122448979592,0.2703625675653577,0.019138961645778513
2002-03-18,2002,808,204,9,0,0,0,0.2524752475247525,0.011138613861386138,0.2661083434642272,0.018097352356198648
2002-03-25,2002,702,187,10,0,0,0,0.26638176638176636,0.014245014245014245,0.26162011654952966,0.01844824057473393
2002-04-01,2002,949,250,14,0,0,0,0.26343519494204426,0.014752370916754479,0.2647495159172852,0.018492286939328237
2002-04-08,2002,1022,291,9,0,0,0,0.2847358121330724,0.008806262230919765,0.2647631058281354,0.018070999702972507
2002-04-15,2002,1168,243,16,0,0,0,0.20804794520547945,0.0136986301369863,0.25672304634724136,0.016987275838516846
2002-04-22,2002,1084,272,4,0,0,0,0.25092250922509224,0.0036900369003690036,0.2566210442841053,0.01397147899070136
2002-04-29,2002,1079,241,10,0,0,0,0.22335495829471733,0.009267840593141797,0.2527890771725492,0.012957499171795955
2002-05-06,2002,1252,315,12,0,0,0,0.2515974440894569,0.009584664536741214,0.25011885972454767,0.010647929177664118
2002-05-13,2002,1412,363,12,0,0,0,0.25708215297450426,0.0084985835694051,0.25069472290576666,0.010317925391166488
2002-05-20,2002,1458,364,11,0,0,0,0.2496570644718793,0.0075445816186556925,0.24860413516703078,0.00948037131287167
2002-05-27,2002,1448,382,11,0,0,0,0.2638121546961326,0.007596685082872928,0.24865125513629183,0.008585910583636475
2002-06-03,2002,1529,408,23,0,0,0,0.2668410725964683,0.015042511445389144,0.2464144126942163,0.009365441735445148
2002-06-10,2002,1544,427,13,0,0,0,0.2765544041450777,0.008419689119170985,0.2549777200616661,0.008705574108218234
2002-06-17,2002,1404,378,20,0,0,0,0.2692307692307692,0.014245014245014245,0.2572662525623757,0.010024946276298888
2002-06-24,2002,1455,452,20,0,0,0,0.3106529209621993,0.013745704467353952,0.26817849789581094,0.010584679260575406
2002-07-01,2002,1433,418,23,0,0,0,0.2916957431960921,0.016050244242847175,0.27319078528414037,0.011392876723838652
2002-07-08,2002,1500,393,19,0,0,0,0.262,0.012666666666666666,0.27380551616232734,0.011913887110996349
2002-07-15,2002,1433,354,24,0,0,0,0.24703419399860432,0.01674808094905792,0.2734776573531679,0.013064324527296627
2002-07-22,2002,1406,388,24,0,0,0,0.2759601706970128,0.017069701280227598,0.274996159353278,0.014248451551965961
2002-07-29,2002,1226,383,19,0,0,0,0.31239804241435565,0.015497553017944535,0.2806907805805139,0.014305331748535384
2002-08-05,2002,1224,324,27,0,0,0,0.2647058823529412,0.022058823529411766,0.2792097153564968,0.016010223549815482
2002-08-12,2002,1069,295,13,0,0,0,0.27595884003741816,0.01216089803554724,0.28005072420732796,0.015749709023632107
2002-08-19,2002,1011,266,16,0,0,0,0.26310583580613256,0.01582591493570722,0.2741073385628196,0.016009735332176266
2002-08-26,2002,960,246,9,0,0,0,0.25625,0.009375,0.2696766206633081,0.015175329801820368
2002-09-02,2002,1038,251,16,0,0,0,0.2418111753371869,0.015414258188824663,0.26715301758045645,0.015518778742090119
2002-09-09,2002,1045,245,17,0,0,0,0.23444976076555024,0.016267942583732056,0.26557996342632467,0.015458761446424385
2002-09-16,2002,1070,269,9,0,0,0,0.2514018691588785,0.008411214953271028,0.2625101757340579,0.014376450655554814
2002-09-23,2002,1010,249,13,0,0,0,0.24653465346534653,0.01287128712871287,0.2542772521154318,0.014048167419400856
2002-09-30,2002,948,250,14,0,0,0,0.26371308016877637,0.014767932489451477,0.25415315184241116,0.01313680603940582
2002-10-07,2002,986,283,10,0,0,0,0.2870182555780933,0.010141987829614604,0.25553557878499555,0.012884442263664241
2002-10-14,2002,1034,229,5,0,0,0,0.22147001934235977,0.004835589941972921,0.25033110172702394,0.011510651639447454
2002-10-21,2002,1033,242,8,0,0,0,0.23426911907066797,0.007744433688286544,0.24758349161085746,0.011306830850483271
2002-10-28,2002,966,267,10,0,0,0,0.27639751552795033,0.010351966873706004,0.2519067841347029,0.010674044436093438
2002-11-04,2002,1068,248,7,0,0,0,0.23220973782771537,0.006554307116104869,0.2516267812674735,0.00945984000264004
2002-11-11,2002,945,213,9,0,0,0,0.2253968253968254,0.009523809523809525,0.24837615079721687,0.00959891432395735
2002-11-18,2002,946,242,14,0,0,0,0.2558139534883721,0.014799154334038054,0.2495360633000951,0.009839897724622999
2002-11-25,2002,949,264,8,0,0,0,0.2781875658587987,0.008429926238145416,0.2513453740113479,0.009047646943209742
2002-12-02,2002,1049,223,12,0,0,0,0.21258341277407056,0.011439466158245948,0.24204101866084504,0.009209831734288661
2002-12-09,2002,956,228,2,0,0,0,0.2384937238493724,0.0020920502092050207,0.2441689817242216,0.008866889267692673
2002-12-16,2002,908,196,9,0,0,0,0.21585903083700442,0.009911894273127754,0.24186772069501367,0.009137821840797825
2002-12-23,2002,727,198,22,0,0,0,0.2723521320495186,0.030261348005502064,0.2413620477602097,0.011626494482272333
2002-12-30,2002,779,223,14,0,0,0,0.2862644415917843,0.01797175866495507,0.2481188857307183,0.013053675925878607
2003-01-06,2003,867,254,14,0,0,0,0.29296424452133796,0.016147635524798153,0.2565648131212824,0.013881654176002185
2003-01-13,2003,782,220,8,0,0,0,0.2813299232736573,0.010230179028132993,0.25975430934444305,0.013310532262764052
2003-01-20,2003,797,198,7,0,0,0,0.24843161856963614,0.00878293601003764,0.2560348159332977,0.01335465848425058
2003-01-27,2003,718,196,15,0,0,0,0.27298050139275765,0.020891364902506964,0.2635844520106336,0.014536145827283208
2003-02-03,2003,708,180,9,0,0,0,0.2542372881355932,0.012711864406779662,0.2655523975464112,0.01586362260198004
2003-02-10,2003,804,207,5,0,0,0,0.2574626865671642,0.006218905472636816,0.27075285451268116,0.01540199900191867
2003-02-17,2003,808,209,16,0,0,0,0.25866336633663367,0.019801980198019802,0.26904175879857056,0.014094578025983387
2003-02-24,2003,798,196,14,0,0,0,0.24561403508771928,0.017543859649122806,0.26396045798556245,0.014041090649004355
2003-03-03,2003,798,222,7,0,0,0,0.2781954887218045,0.008771929824561403,0.26211436351062073,0.01311912743647476
2003-03-10,2003,838,219,9,0,0,0,0.2613365155131265,0.010739856801909307,0.25961518754055435,0.0131828371581968
2003-03-17,2003,935,241,15,0,0,0,0.25775401069518716,0.016042780748663103,0.26078048655624825,0.014090317750524984
2003-03-24,2003,822,227,9,0,0,0,0.2761557177615572,0.010948905109489052,0.26117738860234824,0.012847510276397744
2003-03-31,2003,983,261,10,0,0,0,0.26551373346897256,0.01017293997965412,0.26258694426902063,0.012530144723007052
2003-04-07,2003,967,234,14,0,0,0,0.2419855222337125,0.014477766287487074,0.2606522987273392,0.013562502324863335
2003-04-14,2003,845,225,6,0,0,0,0.26627218934911245,0.007100591715976331,0.261603401603899,0.0119748287646079
2003-04-21,2003,1074,271,6,0,0,0,0.25232774674115455,0.00558659217877095,0.2624426155605784,0.010480170330813918
2003-04-28,2003,942,260,10,0,0,0,0.2760084925690021,0.010615711252653927,0.2621692410414781,0.010710643009325484
2003-05-05,2003,1086,258,10,0,0,0,0.23756906077348067,0.009208103130755065,0.2591983091990224,0.010519173800431204
2003-05-12,2003,1223,283,15,0,0,0,0.2313982011447261,0.012264922322158627,0.25590383300521474,0.010046941497118142
2003-05-19,2003,1358,396,17,0,0,0,0.2916053019145803,0.012518409425625921,0.2578350310243427,0.010243129536635254
2003-05-26,2003,1039,282,15,0,0,0,0.2714148219441771,0.014436958614051972,0.2585726670837432,0.010776131865934983
2003-06-02,2003,1080,291,8,0,0,0,0.26944444444444443,0.007407407407407408,0.2620050323600847,0.009892337005925025
2003-06-09,2003,946,284,13,0,0,0,0.30021141649048627,0.013742071881606765,0.26624743575275645,0.01072252202662883
2003-06-16,2003,989,291,11,0,0,0,0.2942366026289181,0.011122345803842264,0.2714860427387269,0.011414491229762742
2003-06-23,2003,1059,320,22,0,0,0,0.3021718602455146,0.02077431539187913,0.27475646369829093,0.012684316747165893
2003-06-30,2003,1058,298,19,0,0,0,0.28166351606805295,0.017958412098298678,0.2802682706101125,0.013778105368108844
2003-07-07,2003,1217,347,22,0,0,0,0.28512736236647496,0.018077239112571898,0.28698441576283107,0.014504644966910505
2003-07-14,2003,1243,364,22,0,0,0,0.2928399034593725,0.017699115044247787,0.2871387409559301,0.015152233169238239
2003-07-21,2003,1140,320,15,0,0,0,0.2807017543859649,0.013157894736842105,0.2882996075111536,0.014992350184587005
2003-07-28,2003,1111,328,24,0,0,0,0.2952295229522952,0.021602160216021602,0.29152274232463493,0.01676669428566378
2003-08-04,2003,1155,322,18,0,0,0,0.2787878787878788,0.015584415584415584,0.288844800111809,0.01699698724851488
2003-08-11,2003,1076,293,10,0,0,0,0.27230483271375466,0.00929368029739777,0.28610332887241363,0.01676840406020932
2003-08-18,2003,1162,343,14,0,0,0,0.29518072289156627,0.012048192771084338,0.28522943670317,0.01567763873260997
2003-08-25,2003,1009,267,12,0,0,0,0.26461843409316155,0.011892963330029732,0.2830988014563086,0.014919457636576353
2003-09-01,2003,1164,328,22,0,0,0,0.281786941580756,0.018900343642611683,0.28268124885809376,0.015022345702831324
2003-09-08,2003,1296,369,21,0,0,0,0.2847222222222222,0.016203703703703703,0.28166653870344993,0.014835419285263314
2003-09-15,2003,1198,341,9,0,0,0,0.2846410684474123,0.007512520868113523,0.2821589529611309,0.01412974755167224
2003-09-22,2003,1028,307,16,0,0,0,0.29863813229571984,0.01556420233463035,0.282585029129059,0.013375002816498335
2003-09-29,2003,1078,296,10,0,0,0,0.274582560296846,0.00927643784786642,0.28205936431767986,0.01258650559942969
2003-10-06,2003,1100,297,17,0,0,0,0.27,0.015454545454545455,0.28177126022846055,0.013356613744073152
2003-10-13,2003,1050,326,14,0,0,0,0.31047619047619046,0.013333333333333334,0.28368319367653855,0.013517256314354275
2003-10-20,2003,1084,315,8,0,0,0,0.29059040590405905,0.007380073800738007,0.28692969015290076,0.01295314512319281
2003-10-27,2003,977,298,17,0,0,0,0.30501535312180145,0.017400204708290685,0.2898332415955314,0.012765627756402685
2003-11-03,2003,1147,334,16,0,0,0,0.2911944202266783,0.013949433304272014,0.2906422663460884,0.012483843956473725
2003-11-10,2003,1128,293,9,0,0,0,0.25975177304964536,0.007978723404255319,0.28753110442136753,0.012542119273491449
2003-11-17,2003,1056,310,9,0,0,0,0.2935606060606061,0.008522727272727272,0.2868964136419784,0.011661934890753563
2003-11-24,2003,987,304,13,0,0,0,0.3080040526849038,0.013171225937183385,0.2910741001904855,0.012148783401918184
2003-12-01,2003,933,287,4,0,0,0,0.30760986066452306,0.004287245444801715,0.29577533277355095,0.010752870900700215
2003-12-08,2003,867,268,14,0,0,0,0.3091118800461361,0.016147635524798153,0.2956047939697941,0.011104658674633318
2003-12-15,2003,853,247,10,0,0,0,0.2895662368112544,0.011723329425556858,0.2954767728331935,0.011647565627735675
2003-12-22,2003,811,249,7,0,0,0,0.3070283600493218,0.008631319358816275,0.29572839869913364,0.010551454959051375
2003-12-29,2003,2076,645,28,0,0,0,0.3106936416184971,0.01348747591522158,0.298165801373111,0.01049371028542007
2004-01-05,2004,988,275,12,0,0,0,0.2783400809716599,0.012145748987854251,0.3004893398633628,0.011014588483369937
2004-01-12,2004,879,241,8,0,0,0,0.27417519908987487,0.009101251422070534,0.29806616399202135,0.011086904002037844
2004-01-19,2004,747,257,12,0,0,0,0.34404283801874164,0.01606425702811245,0.30257101215875115,0.011448532888403976
2004-01-26,2004,744,234,12,0,0,0,0.31451612903225806,0.016129032258064516,0.303434295704718,0.012928756240061828
2004-02-02,2004,736,229,7,0,0,0,0.3111413043478261,0.009510869565217392,0.3036879737424293,0.012099160495114232
2004-02-09,2004,681,202,14,0,0,0,0.2966226138032305,0.020558002936857563,0.3045700208664262,0.013203494684026821
2004-02-16,2004,747,239,13,0,0,0,0.31994645247657294,0.01740294511378849,0.3061847824198326,0.014299947903398346
2004-02-23,2004,727,186,6,0,0,0,0.2558459422283356,0.008253094910591471,0.2993288199960624,0.013645650277819582
2004-03-01,2004,741,257,9,0,0,0,0.3468286099865047,0.012145748987854251,0.30788988612291807,0.013645650277819582
2004-03-08,2004,734,259,11,0,0,0,0.3528610354223433,0.014986376021798364,0.31772561566447666,0.014381290852785562
2004-03-15,2004,665,219,10,0,0,0,0.3293233082706767,0.015037593984962405,0.3158856744459685,0.014252957972391806
2004-03-22,2004,686,232,11,0,0,0,0.33819241982507287,0.016034985422740525,0.31884521079507033,0.014241202117976307
2004-03-29,2004,695,191,3,0,0,0,0.27482014388489207,0.004316546762589928,0.31430506573720357,0.013591911767647874
2004-04-05,2004,744,258,13,0,0,0,0.3467741935483871,0.01747311827956989,0.3205740132053482,0.013206301185486916
2004-04-12,2004,799,231,11,0,0,0,0.28911138923654567,0.01376720901126408,0.3167196303003448,0.012751834172671363
2004-04-19,2004,740,234,6,0,0,0,0.3162162162162162,0.008108108108108109,0.32426591454882986,0.012733710822360944
2004-04-26,2004,811,285,13,0,0,0,0.35141800246609123,0.016029593094944512,0.32483958860877815,0.013219191335747227
2004-05-03,2004,907,292,13,0,0,0,0.3219404630650496,0.014332965821389196,0.32097451706411645,0.01313751506069608
2004-05-10,2004,1006,280,12,0,0,0,0.2783300198807157,0.011928429423459244,0.3146003560153713,0.012748869490508186
2004-05-17,2004,1001,322,15,0,0,0,0.32167832167832167,0.014985014985014986,0.3125360937470274,0.012617623185792494
2004-05-24,2004,1112,379,15,0,0,0,0.3408273381294964,0.013489208633093525,0.32078699302760294,0.013764205919605444
2004-05-31,2004,1081,344,8,0,0,0,0.31822386679000925,0.0074005550416281225,0.3172182021828057,0.012505135514862722
2004-06-07,2004,1101,353,11,0,0,0,0.3206176203451408,0.009990917347865577,0.3211564810713801,0.01203309905693791
2004-06-14,2004,987,361,10,0,0,0,0.3657548125633232,0.010131712259371834,0.3273488056147685,0.012286049575845875
2004-06-21,2004,1057,346,13,0,0,0,0.3273415326395459,0.01229895931882687,0.3243392468864503,0.01181972035383117
2004-06-28,2004,1145,374,10,0,0,0,0.3266375545851528,0.008733624454148471,0.32492638332646323,0.011119802682926078
2004-07-05,2004,1079,332,15,0,0,0,0.3076923076923077,0.013901760889712697,0.3285966693029122,0.01136646911620776
2004-07-12,2004,1106,355,22,0,0,0,0.3209764918625678,0.019891500904159132,0.328508940575943,0.011979779856100778
2004-07-19,2004,935,332,11,0,0,0,0.35508021390374334,0.011764705882352941,0.33029055004772384,0.011764217012258205
2004-07-26,2004,1089,329,12,0,0,0,0.3021120293847567,0.011019283746556474,0.3282765703720673,0.01221655810037425
2004-08-02,2004,897,282,21,0,0,0,0.31438127090301005,0.023411371237458192,0.3274970266918009,0.013894114836573327
2004-08-09,2004,840,255,16,0,0,0,0.30357142857142855,0.01904761904761905,0.3197241036928141,0.01500860318510423
2004-08-16,2004,781,243,12,0,0,0,0.3111395646606914,0.015364916773367477,0.3176988576954573,0.015391847866921804
2004-08-23,2004,814,262,8,0,0,0,0.32186732186732187,0.009828009828009828,0.31710257860572844,0.015528646038654474
2004-08-30,2004,920,304,13,0,0,0,0.33043478260869563,0.014130434782608696,0.31994538797027694,0.015557230275266475
2004-09-06,2004,839,227,5,0,0,0,0.27056019070321813,0.0059594755661501785,0.31364335032535823,0.013815727108015353
2004-09-13,2004,900,279,18,0,0,0,0.31,0.02,0.30800832358739033,0.014845138872721236
2004-09-20,2004,911,269,12,0,0,0,0.29527991218441274,0.013172338090010977,0.3071543089373473,0.01511427066565305
2004-09-27,2004,1015,335,14,0,0,0,0.33004926108374383,0.013793103448275862,0.30911280770993904,0.013911987192005258
2004-10-04,2004,1006,327,18,0,0,0,0.3250497017892644,0.017892644135188866,0.31179759186216854,0.013767615327951486
2004-10-11,2004,1029,312,5,0,0,0,0.3032069970845481,0.004859086491739553,0.3108060209151506,0.012454386542747995
2004-10-18,2004,1000,310,23,0,0,0,0.31,0.023,0.30932260568173536,0.014100885314246766
2004-10-25,2004,957,321,14,0,0,0,0.335423197492163,0.014629049111807733,0.30994615754216875,0.014163212105396646
2004-11-01,2004,1050,314,17,0,0,0,0.29904761904761906,0.01619047619047619,0.3135070860852189,0.015442087183437397
2004-11-08,2004,1019,317,19,0,0,0,0.31108930323846906,0.018645731108930325,0.3136432489900275,0.015272803572053689
